| 原始标签 | 名称 | 描述 | 外部链接 |
| tsukino mito | 月之美兔 | 月ノ美兎（つきのみと／Tsukino Mito）是隶属于彩虹社的虚拟YouTuber。<br>![月之美兔](https://img.moegirl.org/common/thumb/c/ce/TsukinoMito.png/92px-TsukinoMito.png) | [Twitter](https://twitter.com/MitoTsukino) [YouTube](https://www.youtube.com/channel/UCD-miitqNY3nyukJ4Fnf4_A) [萌娘百科](https://zh.moegirl.org/zh-hans/月之美兔) [日文维基](https://ja.wikipedia.org/wiki/月ノ美兎) |
| yui kusano | 草野优衣 | 《公主连结Re:Dive》登场角色，ID为优衣（日语：ユイ），本名草野优衣 | [萌娘百科](https://zh.moegirl.org/草野优衣) |
| kanon daiba | 台场夏音 | 误射姬 |  |
| marnie | 玛俐 |  | [神奇宝贝百科](https://wiki.52poke.com/wiki/瑪俐) |
| taokaka | 桃卡卡 |  |  |
| medusa lily | 美杜莎(Lancer) | fate系列美杜莎的Lancer职阶形态 | [Mooncell FGO中文Wiki](http://fgo.wiki/w/美杜莎%28Lancer%29) [萌娘百科](https://zh.moegirl.org/zh-hans/美杜莎%28Fate%29) |
| salome | 莎乐美 |  | [FGO中文Wiki](https://fgo.wiki/w/莎乐美) |
| zeta | 姬塔 | 碧蓝幻想玩家角色（主角）女性版。<br>男版为`gran` |  |
| beatrix | 贝阿朵丽丝 | 碧蓝幻想角色 | [碧蓝幻想中文维基](https://gbf.huijiwiki.com/wiki/Char/3030261000) |
| hoshikawa sara | 星川莎拉 | 星川莎拉 （ ほしかわ さら ）是彩虹社所属的，从2019年10月19日在YouTube开始活动的VTuber。 | [萌娘百科](https://zh.moegirl.org/星川莎拉) |
| amane kanata | 天音彼方 | 天音彼方 （ 天音かなた / Amane Kanata）是一名从2019年12月27日在YouTube开始活动的VTuber，所属业界团体hololive的成员。<br>![](https://img.moegirl.org.cn/common/e/ec/AmaneKanata_01_Full.jpg) | [萌娘百科](https://zh.moegirl.org/天音彼方) |
| lulu suzuhara | 铃原露露 | 铃原露露 （ 鈴原るる / Suzuhara Lulu）是一名从2019年5月1日在YouTube开始活动的VTuber，所属业界团体彩虹社的成员。 | [萌娘百科](https://zh.moegirl.org/铃原露露) |
| himemori luna | 姬森璐娜 | 姬森璐娜 （ 姫森ルーナ / Himemori Luna ）是一名从2020年1月4日在YouTube开始活动的`VTuber`，所属业界团体hololive的成员。<br>![](https://img.moegirl.org.cn/common/b/bb/HimemoriLuna_01_Full.jpg) | [萌娘百科](https://zh.moegirl.org/姬森璐娜) |
| honma himawari | 本间向日葵 | 本間ひまわり（ほんまひまわり，Honma Himawari）是隶属于彩虹社Gamers的虚拟YouTuber，2018年7月6日开始活动。 | [萌娘百科](https://zh.moegirl.org/本间向日葵) |
| kakyoin chieri | 花京院樱桃 | 花京院樱桃（日语：花京院ちえり）是.LIVE所属的虚拟YouTuber。 rerorerorerorero......（大雾） | [萌娘百科](https://zh.moegirl.org/花京院樱桃) |
| lize helesta | 莉泽·赫露艾斯塔 | 莉泽·赫露艾斯塔 （ リゼ・ヘルエスタ / Lize Helesta）是一名从2019年3月23日在YouTube开始活动的VTuber，所属业界团体彩虹社的成员。 | [萌娘百科](https://zh.moegirl.org/莉泽·赫露艾斯塔) |
| saionji mary | 西园寺メアリ |  |  |
| suou patra | 周防帕特拉 | 周防帕特拉（周防パトラ・すおう（Suou） パトラ（Patra））是活跃于YouTube上的一位日本女性虚拟YouTuber，为日本いちから公司协力制作的夜の喫茶店Honey Strap的成员之一。 | [萌娘百科](https://zh.moegirl.org/周防帕托拉) |
| shiina yuika | 椎名唯华 | 椎名唯华（日语：椎名唯華 Siina Yuika）是隶属彩虹社的虚拟Youtuber，高中一年生，出身于彩虹社Gamers（にじさんじゲーマーズ）。 | [萌娘百科](https://zh.moegirl.org/椎名唯华) |
| shizuka rin | 静凛 | 静凛 （ 静凛 / Shizuka Rin ）是一名从2018年2月9日在YouTube开始活动的VTuber，所属业界团体彩虹社的成员。 | [萌娘百科](https://zh.moegirl.org/静凛) |
| natori sana | 名取纱那 | 名取纱那（Natori Sana）是一名YouTube上的护士系虚拟Youtuber。将观众称为医生。YouTube频道名为さなちゃんねる。不属于任何企业与团体，完全个人活动。 | [萌娘百科](https://zh.moegirl.org/名取纱那) |
| yuzuki roa | 梦月萝娅 | 梦月萝娅（夢月ロア / Yuzuki Roa）是一名从2019年1月20日在YouTube开始活动的VTuber，所属业界团体彩虹社的成员。 | [萌娘百科](https://zh.moegirl.org/梦月萝娅) |
| warabeda meiji | 童田明治 | 童田明治（Warabeda Meiji）是一名从2019年1月10日在YouTube开始活动的`VTuber`，所属业界团体彩虹社的成员。 | [萌娘百科](https://zh.moegirl.org/童田明治) |
| souya ichika | 宗谷Ichika | 宗谷Ichika(宗谷いちか/Souya Ichika)是774 inc.旗下团体「有閑喫茶あにまーれ」所属的Vtuber。<br><br>于2018年6月9日在Youtube正式直播出道，2018年8月随「有閑喫茶あにまーれ」一起加入upd8。 | [萌娘百科](https://zh.moegirl.org/宗谷Ichika) |
| raihan | 奇巴纳 |  |  |
| victor | 小胜 |  |  |
| hop | 赫普 |  |  |
| gloria | 小优 |  |  |
| allister | 欧尼奥 |  |  |
| klara | 克拉拉 |  |  |
| dola | 多拉 | 年龄350岁的上位龙族[火龙（Fire Drake）]，在异世界某处远离人烟的洞窟中守护着财宝，偶尔会翱翔天际打发空余时间。<br><br>在守护财宝里偶然发现了现代的产物（手机等），现在化身为人类的姿态进行着VTuber活动。 | [萌娘百科](https://zh.moegirl.org/多拉%28虚拟UP主%29) |
| moon | 美月 |  |  |
| rosa | 鸣依 |  |  |
| ars almal | 阿露丝·阿尔玛 | 阿露丝·阿尔玛（アルス·アルマル / Ars almal）是隶属于彩虹社旗下的虚拟YouTuber，正式出道于2019年7月28日。 | [萌娘百科](https://zh.moegirl.org/阿露丝·阿尔玛) |
| elesa | 小菊儿 |  |  |
| selene | 美月 |  |  |
| lillie | 莉莉艾 |  |  |
| honoka | 穗香 |  |  |
| hex maniac | 灵异迷 |  |  |
| hypno | 引梦貘人 |  |  |
| lana | 水莲 |  |  |
| lanas mom | 水莲的妈妈 |  |  |
| kiawe | 卡奇 |  |  |
| sun | 朗日 |  |  |
| pikachu | 皮卡丘 |  |  |
| slowpoke | 呆呆兽 |  |  |
| izuna hatsuse | 初濑伊纲 | 初濑伊纲（初瀬いづな）是榎宫祐所创作的一系列日本轻小说《No Game No Life 游戏人生》（ノーゲーム・ノーライフ，NO GAME NO LIFE） 及其漫画、动画衍生作品的登场角色。<br>![初瀬いづな](https://img.moegirl.org/common/9/92/初濑伊纲.jpg)<br>八岁的兽人种<Werebeast>幼女，有着黑色的头发与眼睛（动画中则是红色眼睛、蓝紫色头发），以及耳廓狐一般有长又大的兽耳与尾巴，时常穿着腰间系有大缎带的和服。<br><br>是兽人种稀有的“血坏”个体(也是个极度稀有的萌物！)，在发动“血坏”能力时全身毛发和眼睛都会变成血红色，能暂时让身体能力进一步提升，甚至凌驾于物理法则之上。不过发动“血坏”也会对身体造成极大负担，甚至可能危及生命。<br><br>能够仅凭借气味判断他人是否说谎。说话的结尾习惯是“…です（的说）”。<br><br>受到祖父初濑伊野影响，对人类讲话时会错误的使用轻蔑性的语言加上“…です（的说）”作为敬语，本人并无意识。后被空白纠正过来(才怪)。曾为东部联合驻艾尔奇亚的大使，居住于大使馆。<br><br>非常喜欢吃鱼。喜欢玩电子游戏，但由于背负过多的压力，无法从游戏中获得“快乐”。在与空白进行游戏后落败，尽管如此却第一次从游戏中获得了“快乐”的感觉。同时由于空白高超的爱抚抚摸技巧，很喜欢被空白抚摸，喜欢空白的气味除了特图跟空白以外没人的抚摸技术能满足她..... | [萌娘百科](https://zh.moegirl.org/初濑伊纲) |
| shiro | 白 | 白是榎宫祐所创作的一系列日本轻小说《No Game No Life 游戏人生》（ノーゲーム・ノーライフ，NO GAME NO LIFE） 及其漫画、动画衍生作品的登场角色，女主角。<br>![　](https://img.moegirl.org/common/2/25/白.png)<br>兄控，宣称等上七年到自己十八岁时就让空童贞毕业。当然在此之前全力守护哥哥的第一次。看到空和别的女性关系好会不高兴。<br><br>十一岁萌萝莉。拒绝上学、没有朋友、沟通障碍、游戏废人、讨厌阳光。空的妹（义）妹，特征是雪白的头发和红色的眼睛。有兄控倾向。以此为了二人的相亲相爱形影不离埋下了基础。具有超乎常人的语言及数理能力，是与众不同的天才少女，不被常人理解而被孤立。懂得十八国的语言及文字，于三岁时便能运用多种语言。特技是完全记忆能力，快速运算，快速分析，应用知识涵盖全人类所有知识。能在短时间内学会一种语言，此举被史蒂芬妮称为“解读”语言而非“学习”。<br><br>万年贫乳，在小说中利用帆楼的游戏规则变成了18岁的样子，然而还是平的一点都没有。你确认你自己真的变了吗<br><br>在游戏方面擅长以数学为主的计算类游戏，可以预知到游戏结束的程度，如果是纯粹的计算而没有自由意志存在的游戏，没有人能胜过白。同时擅长国际象棋等的两人零和有限确定完全情报游戏及第一人称射击游戏，曾经对战过能大胜国际国际象棋大师的程式，并在先后攻交替下取得二十连胜。<br><br>和哥哥空在网络上使用『　　』为游戏帐号，在超过两百八十种网络游戏缔造了无法打破的记录。由于实在太强，甚至被当成都市传说。实际上是由两个人共用的帐号(另外有三个副帐号)，只有两个人合作才是真正的“空白”。“现实人生游戏”及“现实恋爱游戏”为空白尚未破关的游戏。<br><br>在现实之中，兄妹两人只要互相离开一定距离，即是独自一人，或是两人一起身处现代户外环境的时候，一人就会变成不可救药的社会不适应者，另一人就会表现出连正常交流都无法实现的对人恐惧症。<br><br>以个人身份与空的对战成绩为3526744战1170080胜1170080负1186584平。<br><br>被唯一神特图发来的邮件诱引，并与其进行线上国际象棋的对弈后取得胜利，随后被召唤至异世界。<br><br>现时为艾尔奇亚的女王，与空一起以『　　』的身份作为人类种的全权代理者。 | [萌娘百科](https://zh.moegirl.org/白%28游戏人生%29) |
| stephanie | 史蒂芬妮 | [史蒂芬妮·多拉](https://e-hentai.org/tag/character:stephanie+dola)的缩写 | [萌娘百科](https://zh.moegirl.org/史蒂芬妮·多拉) |
| stephanie dola | 史蒂芬妮·多拉 | 史蒂芬妮·多拉（ステファニー・ドーラ）是榎宫祐所创作的一系列日本轻小说《No Game No Life 游戏人生》（ノーゲーム・ノーライフ，NO GAME NO LIFE） 及其漫画、动画衍生作品的登场角色。<br>![史蒂芬妮·多拉](https://img.moegirl.org/common/c/c8/史蒂芬妮·多拉.png)<br>人类最后国家的前任国王——艾尔齐亚先王的孙女，现艾尔齐亚联邦公爵。以怪物们为对手时不擅长玩游戏但是当空白去东部联合找巫女对线时，她仍然在伊野的些少协助下没日没夜无限地吊打了一大群艾尔齐亚里的既得利益者，但是仍然希望自己多少能为王国尽一点心力。对王国的政治情势相当了解并且能灵活运作，本身在学校时有优异的成绩。<br><br>曾参加“下任国王遴选”的循环赛制赌博大会，被克拉米打败。<br><br>在猜拳中被空误导，陷入了“平局也要无条件听从一个要求”的境地，之后被空下了“爱上我吧”的命令。<br><br>之后以各种游戏多次试图挑战空，均以失败告终，被迫进行各种羞耻play。<br><br>个性温和天然，在这个以游戏赌注为一切的世界相当不利，经常落为受害者。空白认可<br><br>但是意外对于政治话题和国家管理很擅长，在空白刚接手国王后宅在图书馆的时候，团结了大部分异议的贵族。每次空白都很惊讶她居然能跟上话题。仅限政治<br><br>在和兽人种的领土战时担任了意想不到的角色（本人不愿意）。在布拉姆向空等人求助及要求他们参加“女王的游戏”时，曾感到一丝的不协调感，其后被空以赛马为例子来解释其不协调感。<br><br>但是实际上她的生活实力也是顶尖高手，只是对手空白太超常开挂，她的政务处理能力也十分优秀，并会认真为同伴和臣民考虑。为疯狂的空白处理成为王的政务已经是她每日最重的负担了。<br><br>对于自己对空的感情认为那是被强制植入的所以不断否决，但是由初濑伊纲的指责来看她确实对空抱有特别感情。爱上是一瞬间的，所以说后续的感情全部都是来自于自己的感情<br><br>特典小说中在长时间不眠不休的压力下，向依纲确认“我不是变态!”却得到依纲“身上有说谎的味道”，结果进化变成了八倍战力的真·小多之变态模式，实力直逼白。 | [萌娘百科](https://zh.moegirl.org/史蒂芬妮·多拉) |
| jibril | 吉普莉尔 | 吉普莉尔（ジブリール）是榎宫祐所创作的一系列日本轻小说《No Game No Life 游戏人生》（ノーゲーム・ノーライフ，NO GAME NO LIFE） 及其漫画、动画衍生作品的登场角色。<br>![小吉炖蘑菇](https://img.moegirl.org/common/8/85/吉普莉尔%28幼年体%29.jpg) | [萌娘百科](https://zh.moegirl.org/吉普莉尔) |
| sora | 空 | 空是榎宫祐所创作的一系列日本轻小说《No Game No Life 游戏人生》及其漫画、动画衍生作品的登场角色。<br>![　](https://img.moegirl.org/common/8/86/Sora-ngnl.png)<br>妹控，是白的哥哥，十八岁，无职，比任何人都渴望现充，即脱离处男。<br>沟通障碍、游戏废人、离开白变成独自一人，就会变成无可救药的社会不适应者。<br>因为先天能力缺陷,擅长心理分析、行为预测（对战局变化的预先把握已经近乎预知未来）从而制定出超乎想象的破解方法。<br>口头禅：さあ、ゲームを始めよう（来吧，开始游戏吧）、妹よ（妹妹啊）不愧是妹控<br>在遇到白之前一直带着虚无的机器般的笑容，直到他十岁时遇到了比自己小七岁的白，被白用双关语:"真的，是空（空空的）呢"婊了一通。<br>具有仅次于白的超凡学习能力。<br><br>对他而言，现实世界是个“渣游戏”。认为包括自己在内的人类都是没有才能的，不论在异世界还是在自己原来的世界都一样，但是空相信人类的“可能性”——“天才”（白）。<br><br>坚信『　　』不会输。比任何人都要仰慕自己的妹妹，白。和白感叹时经常以"妹妹啊"开头。<br><br>在国际象棋游戏中帮助白一起打败了特图，并被带到迪斯博德。在猜拳中赢了史蒂芬妮·多拉后，由于夹藏了“想交女朋友”的私欲而对她下了“爱上我吧”的命令。<br><br>在和克拉米·杰尔决战时以绝对的王者气质和处男因素占上风而调动了有自我意识的象棋军队,和白齐心协力战胜了有森精种魔法帮助的克拉米成为国王。<br><br>在进行登位时裁判长表示只有一人能成为全权代理者，所以空和白用了抽鬼牌来决定，但花了三天时间仍然末能决一胜负，然后才发现全权代理者没有限定人数。空白：囧<br><br>在正式成为全权代理那一天对全世界发表了我们是弱者的慷慨激昂的演说，同时宣布向各个种族宣战。在小说第四卷中与兽人种结盟。<br><br>在结盟前为了设局与克拉米进行了记忆黑白棋的游戏，获得了胜利。<br><br>游戏中对克拉米和读者透露出了对空最重要的东西：<br><br>壹——「……白个人的一切……」<br>贰——对白绝对的信赖<br>叁——游戏胜利的方法。<br>巧妙地以猜硬币的方式和巫女在关系国家的决策上平手，两全其美实现了双方条件。小说第五卷中收复海栖种、吸血种和天翼种。在见到莱拉用自己的毛发中含有的微量灵魂创造的海栖种少女----女儿叫自己爸爸时陷入暴走状态。<br><br>白和吉普莉尔都曾经过计算和推测，得到空是个萝莉控的结果，为此白松了一口气，吉普莉尔则...（原话：“请主人允许我重新以『幼女的模样』侍奉，并且随主人享用……！”）小说中更是提到：“是的，空是萝莉控，这事实非常明确，比唯一神（特图）的存在更真实。”<br><br>因为是处男，所以会有一些性欲，但18禁方面大致是极其丰富，也是他日后收服吉普莉尔的原因之一。坚持在白十八岁前禁止一切十八禁要素。 | [萌娘百科](https://zh.moegirl.org/空%28游戏人生%29) |
